USER_ID,PLAY_DATE,MATCHES_STARTED,MATCHES_COMPLETED,MATCHES_WON
8c3103fe5416af6ba5d0b259d4ae3f76626fa048,07/08/22 00:00,5,5,0
95ad28c99f03818473830e038da53a37d58adfb4,27/06/22 00:00,28,25,1
4dfde301f28e57c7c0c7b9c4822629c8889f96d4,16/12/22 00:00,3,3,1
4dfde301f28e57c7c0c7b9c4822629c8889f96d4,28/08/22 00:00,2,2,0
96020f124279da063105210505b49d8be9214da0,04/11/22 00:00,6,3,0
66c19fbc3e6bf32e71244c866a4ee3675abf3d8a,09/07/21 00:00,4,4,0
13f53bfde805ecd514f6b3694cdb8c7f3e90daf1,29/06/22 00:00,5,5,0
ee37d3774897c79181ee6ff40eaaae7f513cf3cb,10/02/22 00:00,0,0,0
385db21bef7dcc2f22469f52158efb03f789f4e8,18/11/22 00:00,75,63,17
1a29d3fb1e6cc5dc9e91615bc7dad2b9ab3c4b30,25/06/22 00:00,1,0,0
4883f411f7f44633a160371b64e07385eb6b3067,21/03/23 00:00,1,1,0
27269f2ab2674b9ae90520523b9173d0baae6fc5,05/04/23 00:00,2,2,0
4e4bd0a14f478799a74d4a2c847a940c8e048bfa,04/03/23 00:00,0,0,0
9fe0a70cec2ab16cffa13ae3d9b064d5ab830125,19/05/23 00:00,1,1,0
a7873a9763c0036c849672a9454183406312a17f,03/05/23 00:00,1,1,0
2ce079374ab18000fed59c0b7886009d74e9e835,22/05/23 00:00,4,4,0
871e852771a6f9bac738ea55ba49e3c52105c715,31/05/23 00:00,6,6,0
c9479497578fd4a7d062898cbf8217b24cb3dcdc,05/06/23 00:00,3,3,1
6c84722374752c1eed2345e46ebabf6233c8b462,18/06/23 00:00,6,6,0
871e852771a6f9bac738ea55ba49e3c52105c715,29/06/23 00:00,1,1,0
82a123c1300f832ccbcd7df737277f265f9103c8,07/07/23 00:00,2,2,1
a9f4a97c275b39811bc6518e7b4cb01a27a8fe61,17/07/23 00:00,8,5,0
71c881bc7f34fc66149a35aae39927413fb822b7,25/07/23 00:00,6,6,0
83cca2e4f6bd987767199df688030cde62516c95,28/07/23 00:00,2,2,0
c79ac92cc1887c7f6c81c5667d9874213094eb95,13/10/23 00:00,7,7,0
47dc0a53e820dad84f17d368ba786501acf7da36,01/11/23 00:00,7,7,0
5de7f1f4948bf8576feed1670f5add7f7a483b9f,15/11/23 00:00,3,1,1
9a3082ac49019e10d4f0a4fb81c93ade8bce3894,07/11/23 00:00,6,6,0
b1005dacd31472b63ae3b543d1c36dbc95b25287,11/11/23 00:00,9,9,1
6f39f378b4b2d1cbc3423dfeaa8f0d0361bee195,02/12/23 00:00,4,3,0
6bd130f0d4bafc935daae7b6a930851078203970,21/12/23 00:00,4,4,0
83a3992808f825888cd73934849710dbf696be49,07/01/24 00:00,2,2,0
af7e7516c1461849470a9ad7ecce39fb060b89da,21/01/24 00:00,8,8,0
150d8766f1a918013953f271ecac7750f1faf8d2,21/01/24 00:00,7,7,0
cd74b0b8adea3d33fff1d9c33353f4b994b50ae5,21/01/24 00:00,1,1,0
9a3082ac49019e10d4f0a4fb81c93ade8bce3894,24/02/24 00:00,6,6,1
589a998eb4cfb27e5317f65ead600352ee134643,24/02/24 00:00,1,1,0
8e548a7768bb14dafa246356ad7e82fb2363bcb3,06/03/24 00:00,4,4,1
3b20b4d9c6f38e785420a3dbf1c782c487792a64,23/03/24 00:00,15,15,0
18c7d579478c6b8b33175109250f41ee19745751,26/04/24 00:00,0,0,0
9142a6708661e051044b85a04b0ad7cf727b755a,11/05/24 00:00,5,4,0
18c7d579478c6b8b33175109250f41ee19745751,19/05/24 00:00,0,0,0
46e8beaedc8173c78641e4a14db2ddb72ae5827e,15/06/24 00:00,11,8,0
6f39f378b4b2d1cbc3423dfeaa8f0d0361bee195,15/06/24 00:00,11,11,0
46d53690b1a0427a53387482e468d6fe652e2b2d,22/06/24 00:00,1,1,0
c1f089454cf5769b61d90a86b69ea4932e613eef,06/07/24 00:00,0,0,0
e9177d3933cb7aef37c05dad75be6cfaa9353b1f,20/06/24 00:00,0,0,0
eb7f26cb353901ff16afee912ae783a97ccaa000,12/10/21 00:00,1,1,0
08e21f010b5de605667a2f6d60e0c9b7a38a4a48,30/03/22 00:00,3,3,0
c7dd01622f6f965bcaff272f2ac6548c43638a35,05/10/21 00:00,5,5,0
493cc9fa17c3b1e80b570c5b878070883d597406,26/08/22 00:00,6,6,1
2fd5f75bb21e68411faf3d2cc7a45b2d58433c95,30/04/21 00:00,23,22,0
4456b99579c60a41189254ca4d413a9cb02ddedd,15/05/21 00:00,10,10,1
66c19fbc3e6bf32e71244c866a4ee3675abf3d8a,28/06/22 00:00,4,4,0
768accc071a3567990acda17d9f6ea54a9bead54,19/11/22 00:00,24,22,17
83a58bf452766831a31e7b7d15af132a0a6ca440,21/06/22 00:00,6,6,0
871e852771a6f9bac738ea55ba49e3c52105c715,28/08/22 00:00,2,2,0
50543cddfa2e1c0318eaf91f467b164877db86b3,07/07/22 00:00,6,6,0
0927eb03804932b4acf1b6609f7e2392eee0f43a,27/04/21 00:00,4,3,0
5405ff663218177c07c377b99a40dce104571493,22/05/21 00:00,2,2,0
9c942f04fc02ca231fbe4a07af3d19f1da909315,02/04/22 00:00,1,1,0
aee700d71a365dc97715b3bef895662a45c3632c,27/09/21 00:00,1,1,0
907b4e9d0c081cdb7c560135bcf7bfecda10861a,01/06/22 00:00,3,3,0
b877a29d518ab5ea671d3708f32d46f03d935432,01/10/22 00:00,10,7,0
00137b535d55a4e8c7f3c66ab6818b62ac27d565,03/07/21 00:00,8,8,0
a927514ac57acc0ae9c970efd302974915e15262,30/04/22 00:00,1,1,0
0f727d0810ffc69a455a1e29836c761322b46efc,24/03/21 00:00,2,1,0
c43b86be3379f3742fae2bb44c6a4d8558998d4a,02/12/22 00:00,8,8,0
efa85ae9461f9d2178837db186c920f127f4a66a,17/09/22 00:00,2,2,0
d8b101af779fa01f08c538ff878fa2eb130f5c61,24/09/21 00:00,5,4,0
83a58bf452766831a31e7b7d15af132a0a6ca440,13/02/21 00:00,0,0,0
549646ad3c13772830788460856d4da713852ac6,05/03/22 00:00,0,0,0
a75e1319dfacde6aa9a212db7e657edc6ea2211d,02/10/21 00:00,18,18,2
46e8beaedc8173c78641e4a14db2ddb72ae5827e,05/02/23 00:00,9,9,0
96548cf5234d0356d27a9dfc4eb88ab8e658acdb,19/07/22 00:00,0,0,0
94bc390e6c2e28c9be734782154e5e0a99b51e20,25/06/22 00:00,0,0,0
32a22cec14d95b1fe41ea5b3e01e8577e600fe26,13/01/21 00:00,5,3,0
fd9ea207ca6d695540ed4ab59db50c23f0782554,21/04/21 00:00,10,8,0
3dc4fa5c5484f45279538ab03228823f1581c118,05/10/22 00:00,1,1,0
71c881bc7f34fc66149a35aae39927413fb822b7,22/07/21 00:00,2,2,0
ce0f6a5f60331302323197fbcf4b03f28adede61,12/12/21 00:00,3,3,0
8a205297e27460aed2db161c3bf23201ea4bf650,17/07/22 00:00,1,1,0
385db21bef7dcc2f22469f52158efb03f789f4e8,22/05/22 00:00,2,2,0
98752b22ac864cf4af90ac67190a085e461aaadd,05/07/22 00:00,5,5,0
5b3e4d30be5be1b5fa308eaeee39530035376fc2,31/03/21 00:00,1,1,0
119fee360a19b5359f43ba5daabf948bf9268cf3,05/09/21 00:00,7,7,0
ace7d8f10f5191128613b44d87472451060b1a09,02/07/22 00:00,2,2,0
e19680554365e2cdd296e64ca592ffb1588ec7d7,23/11/22 00:00,1,1,0
352f41b2cc92794e662905e322da639e7f3e53c7,26/06/22 00:00,2,2,0
5a1005708e7005b38def2ecf7871455f7eb8a715,26/11/22 00:00,3,3,0
58b3375997db1cfe7317fe235575ff42096076a3,06/08/22 00:00,16,16,4
eb5c904fa2afa755f9b0b63395e693d2bda0a311,19/10/22 00:00,1,0,0
c3b9e2db9079d1d563148319ba24624ec7745a24,02/08/21 00:00,1,1,0
4caf7d64e9ba127f150f3c053580a73f6daf69ff,02/08/22 00:00,3,3,0
75d34cde62a69edb529a46f26eaf718792318d2a,22/10/21 00:00,1,1,0
341fc154b351693e0cc35346017fde64fde5a132,27/10/21 00:00,11,11,0
e19680554365e2cdd296e64ca592ffb1588ec7d7,20/07/22 00:00,2,2,0
261286be802bcdf9f3ebd7cb2ff262e1e4b2d2da,08/11/21 00:00,3,3,0
c4e2f7433ee2f1887f3b6d27cc5d7fd56fa85e0b,24/04/22 00:00,6,6,0
6033a4b28b8df695c0af401caf013782c696b2a2,07/02/21 00:00,3,3,0
8842ced8803477863b1c8a59d9787ac4dd8e9b5c,12/07/22 00:00,5,4,0
f688984cb30d94fe034d4613be1c4d63fe4d2db7,30/07/22 00:00,7,7,0
64df76406aeb3ce05ef025af2865d5f72825c178,29/07/21 00:00,28,28,1
b96bf78dbe70f722cd8aabfccd18f4497e1d3812,04/01/22 00:00,5,5,0
14d34ce4ff8f7bfae43c83904412088671368cad,01/03/23 00:00,12,12,1
e538039d95b49afdd669e797f07f4d21f1723f05,02/04/23 00:00,2,2,1
78ec1872492d2d52dde07541c6e3f4e6b6cc88c7,28/03/23 00:00,4,4,0
36200f835a8525f932f7233e34aff2861bbad5ff,09/06/23 00:00,4,4,0
254db67d1f1fc5a82145ea4f8536ffc086d63ab6,09/06/23 00:00,5,5,0
58b3375997db1cfe7317fe235575ff42096076a3,17/06/23 00:00,49,44,10
c9479497578fd4a7d062898cbf8217b24cb3dcdc,06/07/23 00:00,4,4,1
b93c70d53d58712f1561c8dd5a51e714e0b4b73f,11/07/23 00:00,9,9,0
6e280b23dffadb4453f52fe63d15f308d99741cc,24/07/23 00:00,1,0,0
c79ac92cc1887c7f6c81c5667d9874213094eb95,24/07/23 00:00,24,23,1
96020f124279da063105210505b49d8be9214da0,01/08/23 00:00,42,39,3
48cd200cfde0a7d49f5a8c0cd14c76274972ed5b,22/08/23 00:00,3,3,0
007dc30b4ee3e8575bfacda02b3b36629a0f3b88,29/08/23 00:00,0,0,0
05ed6f6e2feb33a92a25e1c0cdec7e09ed085537,31/08/23 00:00,13,13,0
b960fb406b88855dd37d871d034f043ce26ac87b,30/09/23 00:00,6,1,0
d26e8ca11cee9d5889765bdf3d698c7da3ff9ef9,30/09/23 00:00,0,0,0
89b2e805e688aa6f4c0001b52ef2e00082589aa2,02/11/23 00:00,3,2,0
7385e8da40482c1cc6d2882bcc15e6053ff30a44,08/11/23 00:00,6,6,0
daab68029787d99b9bea7e506c215352b4f2fe78,17/11/23 00:00,8,3,0
405d768aea67a6a2c1c7054c1906acd8aa36ec09,19/12/23 00:00,6,5,0
2bf4303038f8343c5be61861201a712c6a3f12cd,29/12/23 00:00,1,1,0
74e8b90aa44152a4d5771f3aa6200e064624179e,03/02/24 00:00,2,2,0
02baf503648b557ea554ba926ff91a69004e61ec,23/02/24 00:00,4,3,0
39177556926b2d63d2db394ed6ef15e917c7cba7,23/02/24 00:00,6,5,0
9a3082ac49019e10d4f0a4fb81c93ade8bce3894,06/03/24 00:00,6,6,0
5d8aa928fdf77356da72bc39da2d3c79f4e711f3,06/04/24 00:00,4,4,3
6a74738053c3862612354868531eb1e89b1f9714,11/04/24 00:00,3,3,0
d1434f95bd6eff21533bfa3794176f6e661b395c,07/08/24 00:00,4,4,0
1246ba518995ec21df5ad4088cbc4ccdcde5a07b,07/08/24 00:00,15,15,1
341fc154b351693e0cc35346017fde64fde5a132,15/06/24 00:00,12,12,0
269571d418d797f3ece4e5b8419dd6fa26da1389,11/02/23 00:00,9,8,0
71c881bc7f34fc66149a35aae39927413fb822b7,07/12/21 00:00,1,1,0
871e852771a6f9bac738ea55ba49e3c52105c715,30/10/22 00:00,4,4,0
33075b9f3a186c8b3271269719499c10290c8fa4,05/08/22 00:00,3,3,0
b06ef80ae10874c943edf5672ad4dd5aa3bb55ae,14/07/22 00:00,13,13,2
b913b5b20852ae04228ed742467d1a213f1f5a47,10/04/22 00:00,2,2,0
96548cf5234d0356d27a9dfc4eb88ab8e658acdb,29/05/22 00:00,0,0,0
bf010551dac983af336e136bfb882e8c4cc6ac16,20/10/22 00:00,1,1,0
76c4d65da76b744743cc89c98341da1266b4d711,24/06/22 00:00,10,10,0
9c942f04fc02ca231fbe4a07af3d19f1da909315,04/01/22 00:00,16,16,2
bba9669cdde3740f54474c0f52c5391bfce6adfe,26/03/22 00:00,1,1,0
53a2b9b2ce6eef09dbc49f52a18fb04c01f14de7,01/04/21 00:00,0,0,0
c36bac00dcf137555b140068d7469bf04908337d,09/08/22 00:00,1,1,0
96020f124279da063105210505b49d8be9214da0,02/08/22 00:00,50,49,2
bbf103fdfaff5dbdfa3d69cd645b3df788bb096b,28/11/22 00:00,7,7,0
9af6781b02f83f0f7a7155f7baf9617e6cce0b7e,04/01/23 00:00,1,1,0
aee700d71a365dc97715b3bef895662a45c3632c,11/02/22 00:00,1,1,0
ab78a3574836c0f1e58575a70ebc064947ef174a,16/01/21 00:00,2,2,0
be75762ed2a02aa52bbd9333ac45c0f545790706,14/07/22 00:00,2,1,0
df74af78dc7f47fd834dbbda492fa7b79473b0c9,24/12/21 00:00,2,2,0
1c56b165250911a10e0e7087d17f36bbf4af00fe,17/09/22 00:00,2,2,0
655dbc652bdcce5548b085b4368875b7972f2e4b,17/08/22 00:00,14,13,0
aa8dc520eff15afeb150ed421fc3dc5ad3df02f6,21/07/22 00:00,15,15,0
8fee7e50716bcd977fb39c9e26888dd3eeefa5cd,27/06/22 00:00,6,5,0
ee94384ca79e3b37546650cafa4eef2a0cbdd46b,27/03/21 00:00,13,13,0
a815d320fb316242781fb8b30185290a7eec3cd0,09/12/22 00:00,0,0,0
50543cddfa2e1c0318eaf91f467b164877db86b3,02/09/22 00:00,3,3,0
9c942f04fc02ca231fbe4a07af3d19f1da909315,09/11/21 00:00,1,1,0
836922871811e8858e7b43ce2da69337e197351a,27/03/21 00:00,4,4,0
2b376d76820a9bb956ef7a986126a5db96efeaf3,12/08/22 00:00,10,10,0
ed34d049016e6fa5263698c2d0cb50b8cbcb687f,08/01/23 00:00,2,2,0
a5b246b30a25e9afadde8f4ec617c2f9279ba515,24/04/21 00:00,9,8,0
